演员,id,参演电影总票房(亿),参演电影
白冰,1275547,0.0651,那些女人 宇宙有爱浪漫同游
牛犇,1275893,0.063,那些女人 因果启示录 漂亮的村事
张山,1313545,0.0617,那些女人 忠犬大营救
林保怡,1274606,0.0612,敦煌不了情
曹操,1274972,0.0612,敦煌不了情
房程程,1336344,0.0612,敦煌不了情
远明,1356460,0.0612,敦煌不了情
好弟,1383158,0.0612,敦煌不了情
丹尼拉·科兹洛夫斯基,1213388,0.0609,最后一球
伊琳娜·戈尔巴乔娃,1384405,0.0609,最后一球
安德烈·斯莫利亚科夫,1039021,0.0609,最后一球
奥莉亚·祖耶娃,1327043,0.0609,最后一球
弗拉基米尔·伊利因,1042156,0.0609,最后一球
维克多·维尔比斯基,1149666,0.0609,最后一球
维塔利亚·安德烈夫,1394680,0.0609,最后一球
李侥,1387167,0.0606,麦兵兵之夺宝联“萌”
凌振赫,1387168,0.0606,麦兵兵之夺宝联“萌”
邱秋,1384857,0.0606,麦兵兵之夺宝联“萌”
李楠,1387170,0.0606,麦兵兵之夺宝联“萌”
张赫,1406312,0.0606,麦兵兵之夺宝联“萌”
严明,1387171,0.0606,麦兵兵之夺宝联“萌”
张予彤,1387172,0.0606,麦兵兵之夺宝联“萌”
陆葵,1387173,0.0606,麦兵兵之夺宝联“萌”
刘芊含,1326539,0.0606,麦兵兵之夺宝联“萌”
麦兵兵,1387174,0.0606,麦兵兵之夺宝联“萌”
MC布飞,1387175,0.0606,麦兵兵之夺宝联“萌”
恩迪哥,1387176,0.0606,麦兵兵之夺宝联“萌”
苗青,1387177,0.0606,麦兵兵之夺宝联“萌”
孙祖军,1387178,0.0606,麦兵兵之夺宝联“萌”
龙洋洋,1387179,0.0606,麦兵兵之夺宝联“萌”
许仙,1387180,0.0606,麦兵兵之夺宝联“萌”
安德森,1387181,0.0606,麦兵兵之夺宝联“萌”
夏天,1387182,0.0606,麦兵兵之夺宝联“萌”
陈三木,1387183,0.0606,麦兵兵之夺宝联“萌”
史艳,1387184,0.0606,麦兵兵之夺宝联“萌”
王雅婷,1387185,0.0606,麦兵兵之夺宝联“萌”
瘦不了,1387186,0.0606,麦兵兵之夺宝联“萌”
马特·达蒙,1054443,0.0567,迷镇凶案
朱丽安·摩尔,1054519,0.0567,迷镇凶案
托尼·埃斯皮诺萨,1363171,0.0567,迷镇凶案
格伦·弗莱施勒,1346468,0.0567,迷镇凶案
梅根·弗格森,1346178,0.0567,迷镇凶案
杰克·康利,1378730,0.0567,迷镇凶案
迈克尔·D·科恩,1378733,0.0567,迷镇凶案
黛安·德恩,1378734,0.0567,迷镇凶案
盖里·巴萨拉巴,1061364,0.0567,迷镇凶案
斯蒂夫·蒙罗埃,1124221,0.0567,迷镇凶案
阿历克斯·哈赛尔,1355264,0.0567,迷镇凶案
利斯·M·伯克,1328517,0.0567,迷镇凶案
克里麦·威斯特博克,1054776,0.0567,迷镇凶案
霍普·班克斯,1383440,0.0567,迷镇凶案
罗伯特·皮尔斯,1028569,0.0567,迷镇凶案
文斯·切法卢,1383441,0.0567,迷镇凶案
达什·威廉姆斯,1363483,0.0567,迷镇凶案
加文·怀尔德,1383438,0.0567,迷镇凶案
兰登·戈登,1383439,0.0567,迷镇凶案
蒂姆·内夫,1378732,0.0567,迷镇凶案
马拉·费尔克拉夫,1378728,0.0567,迷镇凶案
艾米丽·高斯,1378731,0.0567,迷镇凶案
艾瑞克·奥德,1061054,0.0567,迷镇凶案
王亚军,1327430,0.0549,文朝荣
刘永生,1361663,0.0549,文朝荣
马岩,1324158,0.0549,文朝荣
许言,1361312,0.0549,文朝荣
范宇宸,1398487,0.0549,文朝荣
刘家瑜,1398488,0.0549,文朝荣
曾翔飞,1398489,0.0549,文朝荣
杨璨地,1358009,0.0549,文朝荣
克里斯汀·芭伦斯基,1048137,0.0546,妈妈咪呀2 飞鸟历险记
朗贝尔·维尔森,1025263,0.054,帝企鹅日记2：召唤
托马斯·阿克达,1054633,0.054,帝企鹅日记2：召唤
苏菲·格拉宝,1094057,0.054,帝企鹅日记2：召唤
罗夫·拉斯加德,1000575,0.054,帝企鹅日记2：召唤
皮弗,1344671,0.054,帝企鹅日记2：召唤
丹尼斯·史托霍伊,1149409,0.054,帝企鹅日记2：召唤
基努·里维斯,1008070,0.0532,克隆人
爱丽丝·伊芙,1004565,0.0532,克隆人
艾米丽·阿琳·林德,1317497,0.0532,克隆人
托马斯·米德蒂奇,1339676,0.0532,克隆人
恩杰伊·安东尼,1342946,0.0532,克隆人
约翰·奥提兹,1018110,0.0532,克隆人
尼亚切·海邓迪,1181404,0.0532,克隆人
艾莉亚·莱蕊克·勒布,1372351,0.0532,克隆人
艾梅柏·里维拉,1404305,0.0532,克隆人
艾梅柏·汤森,1404304,0.0532,克隆人
杰弗里·霍尔斯曼,1404306,0.0532,克隆人
桑娴·洛格罗诺,1122188,0.0532,克隆人
奥马尔·克鲁兹·索托,1404307,0.0532,克隆人
伊万·J·托雷斯·拉桑塔,1404308,0.0532,克隆人
让·皮埃尔·普拉茨,1404309,0.0532,克隆人
伊夫林·迪安-奥姆斯特德,1404310,0.0532,克隆人
云鹤追,1378227,0.0531,警车联盟
杨慧紫,1348154,0.0531,警车联盟
楚衔,1407982,0.0531,警车联盟
林琳,1338835,0.0531,警车联盟
李昊甲,1407983,0.0531,警车联盟
季骜杰,1407984,0.0531,警车联盟
张琰,1351470,0.0531,警车联盟
邵彤,1407985,0.0531,警车联盟
崔永元,1315258,0.0528,您一定不要错过
王心刚,1163063,0.0528,您一定不要错过
王晓棠,1017754,0.0528,您一定不要错过
恩和森,1332913,0.0528,您一定不要错过
腾格尔,1299052,0.0528,您一定不要错过
艾丽娅,1276893,0.0528,您一定不要错过
李恒,1354129,0.0524,李学生 血十三
宋晓英,1315187,0.0512,那些女人 出山
杨光普照,1399289,0.0503,美食大冒险之英雄烩
孟宇,1399290,0.0503,美食大冒险之英雄烩
何赛飞,1001393,0.0496,那些女人
胡可,1274939,0.0496,那些女人
殷桃,1275049,0.0496,那些女人
谢林彤,1383741,0.0496,那些女人
茹萍,1315116,0.0496,那些女人
夏雨,1041082,0.0496,那些女人
陈龙,1314478,0.0496,那些女人 无法触碰的爱
巩汉林,1274636,0.0496,那些女人
金珠,1319079,0.0496,那些女人
马精武,1313092,0.0496,那些女人
许凝,1301368,0.0496,那些女人
肖荣生,1315263,0.0496,那些女人
佟瑞欣,1276103,0.0496,那些女人
陈创,1313581,0.0496,那些女人
邱林,1351452,0.0496,那些女人
郑毓芝,1313491,0.0496,那些女人
侯勇,1274228,0.0496,那些女人
秦怡,1007442,0.0496,那些女人
傅绍杰,1341327,0.0496,那些女人
于蓝,1018891,0.0496,那些女人
张目,1382803,0.0496,那些女人
陶玉玲,1043971,0.0496,那些女人
谢芳,1275131,0.0496,那些女人
张鹤来,1395278,0.0486,吃货宇宙
张栩儿,1395298,0.0486,吃货宇宙
刘思童,1395299,0.0486,吃货宇宙
吴旭,1333050,0.0486,吃货宇宙
孙博,1392496,0.0486,吃货宇宙
陈子平,1395300,0.0486,吃货宇宙
崔志刚,1338019,0.0486,吃货宇宙
廖伟,1395301,0.0486,吃货宇宙
郭笑,1362253,0.0486,吃货宇宙
孙照博,1395302,0.0486,吃货宇宙
将小北,1395303,0.0486,吃货宇宙
胖妞,1395304,0.0486,吃货宇宙
宋禹,1320287,0.0477,李学生
滕艺,1375222,0.0477,李学生
董博先,1399707,0.0477,李学生
吴铭,1317816,0.0477,李学生
丁丁,1336433,0.0457,毕业作品
朱泳腾,1275461,0.0457,毕业作品
温海波,1314540,0.0457,毕业作品
白海涛,1353626,0.0457,毕业作品
张翰,1006354,0.0457,毕业作品
杨凯迪,1340268,0.0457,毕业作品
穆丽燕,1342523,0.0457,毕业作品
王艺伦,1390197,0.0457,毕业作品
福山雅治,1006103,0.0452,第三度嫌疑人
役所广司,1165478,0.0452,第三度嫌疑人
广濑铃,1328056,0.0452,第三度嫌疑人
满岛真之介,1316112,0.0452,第三度嫌疑人
松冈依都美,1370017,0.0452,第三度嫌疑人
齐藤由贵,1143247,0.0452,第三度嫌疑人
莳田彩珠,1324533,0.0452,第三度嫌疑人
滨边美波,1324483,0.0447,念念手纪
北村匠海,1314521,0.0447,念念手纪
北川景子,1023064,0.0447,念念手纪
小栗旬,1014229,0.0447,念念手纪
大友花恋,1336364,0.0447,念念手纪
矢本悠马,1223288,0.0447,念念手纪
樱田通,1275730,0.0447,念念手纪
森下大地,1378449,0.0447,念念手纪
上地雄辅,1275392,0.0447,念念手纪
长野里美,1390599,0.0447,念念手纪
中田圭祐,1392235,0.0447,念念手纪
林柏宏,1275324,0.0439,给19岁的我自己
石安妮,1346306,0.0439,给19岁的我自己
王芊,1392325,0.0439,给19岁的我自己
何明翰,1315982,0.0439,给19岁的我自己
兰昊宇,1342565,0.0439,给19岁的我自己
刘金,1355519,0.0439,给19岁的我自己
周波,1319320,0.0436,路过未来 闽宁镇
余薇薇,1354788,0.0417,黑暗迷宫 雾都神探之绝情箭
程爽,1359006,0.0417,黑暗迷宫 雾都神探之绝情箭
杜奕衡,1275965,0.0416,黑暗迷宫 只能活一个 疯狂的公牛
姬他,1316038,0.0415,美丽童年 闽宁镇
莉莉·詹姆斯,1318674,0.0415,妈妈咪呀2
阿曼达·塞弗里德,1053586,0.0415,妈妈咪呀2
皮尔斯·布鲁斯南,1031219,0.0415,妈妈咪呀2
斯特兰·斯卡斯加德,1017918,0.0415,妈妈咪呀2
科林·费尔斯,1031223,0.0415,妈妈咪呀2
多米尼克·库珀,1017901,0.0415,妈妈咪呀2
杰瑞米·艾文,1316109,0.0415,妈妈咪呀2
亚历克萨·戴维斯,1336877,0.0415,妈妈咪呀2
杰西卡·基南·温,1385958,0.0415,妈妈咪呀2
乔什·迪伦,1385959,0.0415,妈妈咪呀2
休·斯金纳,1342023,0.0415,妈妈咪呀2
雪儿,1044904,0.0415,妈妈咪呀2
梅丽尔·斯特里普,1054437,0.0415,妈妈咪呀2
安迪·加西亚,1002695,0.0415,妈妈咪呀2
西莉亚·伊姆里,1110391,0.0415,妈妈咪呀2
杰拉德·摩纳科,1376465,0.0415,妈妈咪呀2
森尚子,1133440,0.0415,妈妈咪呀2
阿纳斯塔西娅·希尔,1372663,0.0415,妈妈咪呀2
苏珊娜·巴克莱德,1062252,0.0415,妈妈咪呀2
乔纳森·戈德史密斯,1027885,0.0415,妈妈咪呀2
凯西·克莱尔,1379827,0.0415,妈妈咪呀2
班尼·安德森,1036993,0.0415,妈妈咪呀2
戴尔·布兰斯顿,1176253,0.0415,妈妈咪呀2
葛天,1342863,0.0412,黑暗迷宫
初俊辰,1357954,0.0412,黑暗迷宫
栾元晖,1340705,0.0412,黑暗迷宫
卢卓,1362362,0.0412,黑暗迷宫
陈震,1374512,0.0412,黑暗迷宫
戚蓝尹,1376279,0.0412,黑暗迷宫
郭家诺,1403556,0.0412,黑暗迷宫
常诚,1335836,0.0412,黑暗迷宫
王雪沁,1348775,0.041,禹神传之寻找神力 旅行吧！井底之蛙
吴凡,1360698,0.041,禹神传之寻找神力 旅行吧！井底之蛙
周宗禹,1388593,0.041,禹神传之寻找神力 旅行吧！井底之蛙
张艺文,1388594,0.041,禹神传之寻找神力 旅行吧！井底之蛙
唐泽宗,1360699,0.041,禹神传之寻找神力 旅行吧！井底之蛙
彭敬慈,1132694,0.0403,西北风云
杰瑞米·埃尔卡伊姆,1318475,0.0402,寻找罗麦
菅纫姿,1328420,0.0402,寻找罗麦
阿丽斯·德·朗克桑,1316091,0.0402,寻找罗麦
海伦·文森特,1050911,0.0402,寻找罗麦
雷诺·科恩,1069401,0.0402,寻找罗麦
胡瑞杰,1340352,0.0402,寻找罗麦
安迪·吉雷,1009900,0.0402,寻找罗麦
邓紫衣,1312698,0.0402,寻找罗麦
罗阜艺,1352625,0.0402,寻找罗麦
朱宏奇,1389333,0.0402,寻找罗麦
何乙轩,1359158,0.0399,暗夜良人
李运佳,1392482,0.0399,暗夜良人
周舟,1274709,0.0399,暗夜良人
黄娟,1314016,0.0399,暗夜良人
杨坤锐,1392483,0.0399,暗夜良人
李延,1353889,0.0399,暗夜良人
王渊,1392484,0.0399,暗夜良人
王正佳,1326244,0.0399,暗夜良人
刘锦,1392485,0.0399,暗夜良人
李一明,1392486,0.0399,暗夜良人
张依珂,1392488,0.0399,暗夜良人
季李,1392489,0.0399,暗夜良人
周小鹏,1392491,0.0399,暗夜良人
许之糯,1357890,0.0399,暗夜良人
吕一丁,1313051,0.0399,暗夜良人
张京海,1375909,0.0399,暗夜良人
徐福来,1379902,0.0399,暗夜良人
常征,1317478,0.0399,暗夜良人
孔庆三,1321248,0.0399,暗夜良人
边防,1392493,0.0399,暗夜良人
杜伯,1392494,0.0399,暗夜良人
苏强,1344502,0.0399,暗夜良人
王俊潾,1359155,0.0399,暗夜良人
高果,1380694,0.0399,暗夜良人
孙博,1350260,0.0399,暗夜良人
刘建军,1392497,0.0399,暗夜良人
梅景洪,1384797,0.0399,暗夜良人
李少林,1392500,0.0399,暗夜良人
高玉林,1352673,0.0399,暗夜良人
张业福,1392502,0.0399,暗夜良人
苏佳男,1392503,0.0399,暗夜良人
杨瑞承,1392505,0.0399,暗夜良人
吴梓铭,1392504,0.0399,暗夜良人
田甲右,1392506,0.0399,暗夜良人
刘欣刚,1392507,0.0399,暗夜良人
岳阳,1392508,0.0399,暗夜良人
加布里埃尔·贝特曼,1358708,0.0388,神探狗笨吉
达比·坎普,1369479,0.0388,神探狗笨吉
基拉·桑切斯,1027256,0.0388,神探狗笨吉
格拉伦·布莱恩特·班克斯,1391091,0.0388,神探狗笨吉
威尔·罗斯海尔,1140481,0.0388,神探狗笨吉
安格斯·桑普森,1334194,0.0388,神探狗笨吉
杰罗德·海恩斯,1391092,0.0388,神探狗笨吉
莱西·坎普,1391093,0.0388,神探狗笨吉
吉姆·格里森,1391094,0.0388,神探狗笨吉
布雷迪·佩蒙特,1391095,0.0388,神探狗笨吉
汤姆·普罗克特,1391096,0.0388,神探狗笨吉
宫哲,1275029,0.0365,午夜幽灵 过往的梦
刘小光,1275580,0.0363,S4侠降魔记
黄俊鹏,1327999,0.0363,S4侠降魔记
王雅捷,1314925,0.0363,S4侠降魔记
廖蔚蔚,1342129,0.0363,S4侠降魔记
来喜,1321645,0.0363,S4侠降魔记
邵峰,1317030,0.0363,S4侠降魔记
谈莎莎,1340670,0.0363,S4侠降魔记
赵岩松,1326913,0.0363,S4侠降魔记
孟璐,1378516,0.0363,S4侠降魔记
汪奇,1344400,0.0363,S4侠降魔记
玉米提,1369693,0.0363,你美丽了我的人生
古丽米娜·麦麦提,1351152,0.0363,你美丽了我的人生
金星,1322341,0.0363,你美丽了我的人生
雷诺儿,1318405,0.0363,午夜整容室 时空终点
麦茜·威廉姆斯,1314818,0.036,无敌原始人
蒂莫西·斯波,1031872,0.036,无敌原始人
理查德·艾欧阿德,1274320,0.036,无敌原始人
马克·威廉姆斯,1161198,0.036,无敌原始人
尼克·帕克,1036894,0.036,无敌原始人
罗伯·布莱顿,1078835,0.036,无敌原始人
约翰尼·维加斯,1156936,0.036,无敌原始人
凯万·诺瓦克,1193055,0.036,无敌原始人
瑟莉娜·格里菲斯,1389247,0.036,无敌原始人
西蒙·格林诺,1099383,0.036,无敌原始人
吉娜·亚谢尔,1165394,0.036,无敌原始人
卢克·沃尔顿,1389250,0.036,无敌原始人
凯文·马塔迪恩,1389253,0.036,无敌原始人
理查德·韦伯,1321084,0.036,无敌原始人
王梓轩,1337843,0.0346,兄弟班 宇宙有爱浪漫同游
廖娟,1349907,0.0337,午夜幽灵
梅俪儿,1349852,0.0337,午夜幽灵
贲蓝琪,1374307,0.0337,午夜幽灵
健子,1337900,0.0337,午夜幽灵
张楠,1391102,0.0337,午夜幽灵
李景良,1396588,0.0337,午夜幽灵
姚星彤,1318516,0.0335,冷恋时代
立威廉,1276163,0.0335,冷恋时代
朱璇,1351450,0.0335,冷恋时代
李若斯,1327797,0.0335,冷恋时代 爱是永恒
万梓良,1023948,0.0335,冷恋时代
苏国涛,1349110,0.0335,冷恋时代
张美娥,1354116,0.0327,二十岁 青春24秒
修睿,1326496,0.0322,尖叫直播 格桑花开的时候
赖晶晶,1405474,0.0321,午夜整容室
王李丹妮,1323199,0.0321,午夜整容室
陈垚,1351929,0.0321,午夜整容室
潘彦妃,1326048,0.0321,午夜整容室
屈楚萧,1359081,0.032,二十岁
孔垂楠,1345574,0.032,二十岁
叶子诚,1371334,0.032,二十岁
于文文,1342252,0.032,二十岁
徐晓璐,1355406,0.032,二十岁
伍宇辰柠,1374123,0.032,二十岁
张墨锡,1353627,0.0312,记忆折叠 有五个姐姐的我就注定要单身了啊！！
佐藤健,1227580,0.0312,跨越8年的新娘
土屋太凤,1315335,0.0312,跨越8年的新娘
北村一辉,1012650,0.0312,跨越8年的新娘
浜野谦太,1316095,0.0312,跨越8年的新娘
中村友理,1274749,0.0312,跨越8年的新娘
堀部圭亮,1275817,0.0312,跨越8年的新娘
古馆宽治,1327503,0.0312,跨越8年的新娘
杉本哲太,1010294,0.0312,跨越8年的新娘
夏梓桐,1275936,0.0311,尖叫直播
晨梓妍,1323790,0.0311,尖叫直播
姜玉铬,1392275,0.0311,尖叫直播
魏冰洋,1392276,0.0311,尖叫直播
汪智潮,1392277,0.0311,尖叫直播
韩玲敏,1392278,0.0311,尖叫直播
马京京,1328097,0.0311,尖叫直播
隋雨辰,1392279,0.0311,尖叫直播
闵天浩,1376611,0.0311,尖叫直播
刘流,1315175,0.0311,尖叫直播
陈志辉,1312869,0.0311,尖叫直播
罗翔,1341569,0.0311,玲珑井 台仙魔咒 产科男生 世界上最远的距离
颜卓灵,1318260,0.0309,记忆折叠
张赫,1317745,0.0309,记忆折叠
曲尼次仁,1376956,0.0309,记忆折叠
李诺诺,1362481,0.0309,记忆折叠
黄巾龙,1386498,0.0309,记忆折叠
娜仁花,1292855,0.0304,路过未来 在天堂等我
曾漪莲,1354039,0.0299,玲珑井 台仙魔咒
坂泰斗,1397449,0.0283,肆式青春
寿美菜子,1275208,0.0283,肆式青春
白石晴香,1372491,0.0283,肆式青春
安元洋贵,1033762,0.0283,肆式青春
大冢刚央,1397451,0.0283,肆式青春
长谷川育美,1397453,0.0283,肆式青春
彭师欣,1397454,0.0283,肆式青春
唐雅菁,1373818,0.0283,肆式青春
陈颖晖,1397455,0.0283,肆式青春
梁达伟,1360969,0.0283,肆式青春
林美玉,1397456,0.0283,肆式青春
布朗特·乌斯塔曼,1356436,0.0282,爱猫之城
本古,1392576,0.0282,爱猫之城
德尼兹,1392577,0.0282,爱猫之城
杜曼,1392578,0.0282,爱猫之城
无忧,1392579,0.0282,爱猫之城
小狮子,1392580,0.0282,爱猫之城
疯子,1392581,0.0282,爱猫之城
橘猫,1392582,0.0282,爱猫之城
王小岩,1400590,0.0274,灵魂契约
陆翊,1323817,0.0274,灵魂契约
王廷晖,1372822,0.0274,灵魂契约
贾明瑛,1369590,0.0274,灵魂契约
韩三明,1322999,0.0274,一个人的课堂 荒城纪
朱昌龙,1386918,0.0263,大世界
曹寇,1386919,0.0263,大世界
杨思明,1386920,0.0263,大世界
马晓峰,1386921,0.0263,大世界
曹恺,1386922,0.0263,大世界
刘健,1275433,0.0263,大世界
薛峰,1386923,0.0263,大世界
朱虹,1386924,0.0263,大世界
王达,1386925,0.0263,大世界
施海涛,1386926,0.0263,大世界
郑懿,1386927,0.0263,大世界
谢尔盖·加尔马什,1101813,0.0259,莫斯科陷落 最萌警探
王婷,1350012,0.0255,路过未来 九门提督
吴晴,1370860,0.0255,因果启示录 忠犬大营救 恋爱101度
张星阑,1363689,0.0254,恐怖浴室
刘国光,1392326,0.0254,恐怖浴室
吴洋,1392327,0.0254,恐怖浴室
宋天湙,1392328,0.0254,恐怖浴室
臧鸿飞,1383942,0.0254,恐怖浴室
周云蓬,1320639,0.0254,路过未来
卡诺查·曼雅德昂,1394650,0.0253,暹罗决：九神战甲
萨维提·苏提查农,1394651,0.0253,暹罗决：九神战甲
Sirichai Charoenkijtanakul,1394652,0.0253,暹罗决：九神战甲
拉齐布·亚姆森,1394653,0.0253,暹罗决：九神战甲
沃拉里·范伽罗马,1394654,0.0253,暹罗决：九神战甲
Nimit Luksameepong,1394655,0.0253,暹罗决：九神战甲
Dhamakara Jakraworawut,1394656,0.0253,暹罗决：九神战甲
Konthorn Taecholarn,1394657,0.0253,暹罗决：九神战甲
Sansern Pokesombat,1394658,0.0253,暹罗决：九神战甲
Suwandee Jakravoravudh,1394667,0.0253,暹罗决：九神战甲
Suporn Decharin,1394659,0.0253,暹罗决：九神战甲
Sa-Ard Piempongsan,1394660,0.0253,暹罗决：九神战甲
Sapunsin Sirichai,1394661,0.0253,暹罗决：九神战甲
Watthanachai Treedecha,1394662,0.0253,暹罗决：九神战甲
Picrate Dolrasee,1394663,0.0253,暹罗决：九神战甲
谭佑铭,1323815,0.0247,午夜十二点 梭哈人生
容中尔甲,1396245,0.0244,阿拉姜色
尼玛颂宋,1329143,0.0244,阿拉姜色
赛却加,1395333,0.0244,阿拉姜色
陈楚洹,1381517,0.0239,解剖室灵异事件之男生宿舍
黄启航,1396684,0.0239,解剖室灵异事件之男生宿舍
龚婉怡,1396685,0.0239,解剖室灵异事件之男生宿舍
张艺舰,1396686,0.0239,解剖室灵异事件之男生宿舍
朱拉拉,1396687,0.0239,解剖室灵异事件之男生宿舍
林奈·穆罕默托夫,1354104,0.0238,莫斯科陷落
欧列格·缅希科夫,1041489,0.0238,莫斯科陷落
尼基塔·库库什金,1370382,0.0238,莫斯科陷落
柳德米拉·马克萨科娃,1120386,0.0238,莫斯科陷落
尼基塔·塔拉索夫,1364958,0.0238,莫斯科陷落
倪新宇,1364843,0.0236,午夜十二点
胡悦,1327488,0.0236,午夜十二点
孙亿舒,1391227,0.0236,午夜十二点
贺睿,1358069,0.0236,午夜十二点
冯雪鑫,1391232,0.0236,午夜十二点
王珞嘉,1391235,0.0236,午夜十二点
魏梦,1353775,0.0236,午夜十二点
朱哲健,1367131,0.0234,纯洁心灵·逐梦演艺圈
李彦漫,1367133,0.0234,纯洁心灵·逐梦演艺圈
陈思瀚,1367135,0.0234,纯洁心灵·逐梦演艺圈
张芷榕,1367136,0.0234,纯洁心灵·逐梦演艺圈
毕志飞,1367130,0.0234,纯洁心灵·逐梦演艺圈
